target,target_neighborhood,target_list,basis,comp_address,comp_sold_price,comp_ppsf,comp_sqft
2401 NE 13th Street,Beach Way Heights,5250000,neighborhood + band,1335 Seminole Dr,5633000,850.0,6627
2401 NE 13th Street,Beach Way Heights,5250000,neighborhood + band,1328 Seminole Dr,6700000,987.0,6788
2401 NE 13th Street,Beach Way Heights,5250000,neighborhood + band,1336 Seminole Drive,9200000,1341.0,6861
1037 SE 12th Way,Rio Vista,4795000,same street,1222 SE 12th Way,1950000,442.0,4407
1037 SE 12th Way,Rio Vista,4795000,same street,1356 SE 12th Way,1200000,462.0,2600
1037 SE 12th Way,Rio Vista,4795000,same street,1022 SE 12th Way,1500000,579.0,2590
1037 SE 12th Way,Rio Vista,4795000,same street,1240 SE 12th Way,850000,532.0,1597
1037 SE 12th Way,Rio Vista,4795000,same street,1330 SE 12th Way,858600,865.0,993
449 Isle Of Palms Drive,Stilwell Isles Pal,4750000,same street,449 Isle Of Palms Dr,4050000,953.0,4251
449 Isle Of Palms Drive,Stilwell Isles Pal,4750000,same street,710 Isle Of Palms Drive,6495000,1167.0,5567
449 Isle Of Palms Drive,Stilwell Isles Pal,4750000,same street,508 Isle Of Palms Dr,6115000,928.0,6586
449 Isle Of Palms Drive,Stilwell Isles Pal,4750000,same street,630 Isle Of Palms Dr,10729500,1522.0,7050
1609 SE 4th Street,Colee Hammock,4749000,same street,1615 SE 4th Street,2080000,590.0,3523
1609 SE 4th Street,Colee Hammock,4749000,same street,1110 SE 4th St,10325000,1654.0,6244
1609 SE 4th Street,Colee Hammock,4749000,same street,800 SE 4th St Unit#306,700000,526.0,1330
1609 SE 4th Street,Colee Hammock,4749000,same street,818 SE 4th St Unit#402,560000,431.0,1300
1609 SE 4th Street,Colee Hammock,4749000,same street,818 SE 4th St Unit#404,510000,392.0,1300
1425 Middle River Drive,Coral Ridge,4475000,same street,2525 Middle River Dr,2875000,853.0,3372
1425 Middle River Drive,Coral Ridge,4475000,same street,2541 Middle River Drive,2550000,758.0,3366
1425 Middle River Drive,Coral Ridge,4475000,same street,644 Middle River Dr,3300000,936.0,3526
1425 Middle River Drive,Coral Ridge,4475000,same street,1420 Middle River Dr,3900000,1241.0,3142
1425 Middle River Drive,Coral Ridge,4475000,same street,1710 Middle River Dr,3150000,846.0,3722
1316 N Rio Vista Boulevard,Rio Vista,4395000,same street,1252 N Rio Vista Boulevard,2200000,789.0,2790
1316 N Rio Vista Boulevard,Rio Vista,4395000,same street,1010 N Rio Vista Blvd,1450000,657.0,2208
1316 N Rio Vista Boulevard,Rio Vista,4395000,same street,1015 N Rio Vista Blvd,11282000,1654.0,6823
87 Isle Of Venice Drive Unit#Ph 502s,Nurmi Isles,4200000,same street,160 Isle Of Venice Dr Unit#203,2725000,934.0,2918
87 Isle Of Venice Drive Unit#Ph 502s,Nurmi Isles,4200000,same street,133 Isle of Venice Dr Unit#301,1862500,654.0,2849
87 Isle Of Venice Drive Unit#Ph 502s,Nurmi Isles,4200000,same street,141 Isle of Venice Dr Unit#3-S,3450000,1110.0,3108
87 Isle Of Venice Drive Unit#Ph 502s,Nurmi Isles,4200000,same street,141 Isle Of Venice Dr Unit#PH-N,3850000,1230.0,3131
87 Isle Of Venice Drive Unit#Ph 502s,Nurmi Isles,4200000,same street,20 Isle Of Venice Dr Unit#PH-1,2885000,921.0,3134
87 Isle Of Venice Drive Unit#Ph 501n,Nurmi Isles,4100000,same street,160 Isle Of Venice Dr Unit#203,2725000,934.0,2918
87 Isle Of Venice Drive Unit#Ph 501n,Nurmi Isles,4100000,same street,133 Isle of Venice Dr Unit#301,1862500,654.0,2849
87 Isle Of Venice Drive Unit#Ph 501n,Nurmi Isles,4100000,same street,141 Isle of Venice Dr Unit#3-S,3450000,1110.0,3108
87 Isle Of Venice Drive Unit#Ph 501n,Nurmi Isles,4100000,same street,141 Isle Of Venice Dr Unit#PH-N,3850000,1230.0,3131
87 Isle Of Venice Drive Unit#Ph 501n,Nurmi Isles,4100000,same street,20 Isle Of Venice Dr Unit#PH-1,2885000,921.0,3134
2221 NE 19th Street,North Bal Harbour,3999000,same street,1913 NE 19th St,1950000,750.0,2600
2221 NE 19th Street,North Bal Harbour,3999000,same street,3030 NE 19th Street,1595000,744.0,2145
2221 NE 19th Street,North Bal Harbour,3999000,same street,3114 NE 19th St,1750000,826.0,2119
2221 NE 19th Street,North Bal Harbour,3999000,same street,1800 NE 19th Street,869000,454.0,1916
2221 NE 19th Street,North Bal Harbour,3999000,same street,2728 NE 19th St,1800000,377.0,4770
417 NE 10th Ave,Holmberg Mc Kees,3900000,same street,2800 NE 10th Ave,855000,448.0,1908
417 NE 10th Ave,Holmberg Mc Kees,3900000,same street,600 NE 10th Ave,999000,544.0,1838
417 NE 10th Ave,Holmberg Mc Kees,3900000,same street,540 NE 10th Ave,1625000,720.0,2258
417 NE 10th Ave,Holmberg Mc Kees,3900000,same street,1120 NE 10th Ave,1150000,651.0,1766
417 NE 10th Ave,Holmberg Mc Kees,3900000,same street,1116 NE 10th Ave,1075000,609.0,1766
3321 NE 16th Pl,Las Olas,3747000,same street,3322 NE 16th Pl,4000000,942.0,4245
3321 NE 16th Pl,Las Olas,3747000,same street,1109 NE 16th Pl,636500,269.0,2367
3321 NE 16th Pl,Las Olas,3747000,same street,40 NE 16th Place,1700000,754.0,2254
3321 NE 16th Pl,Las Olas,3747000,same street,118 NE 16th Place,1000000,560.0,1785
3321 NE 16th Pl,Las Olas,3747000,same street,208 NE 16th Pl,800000,479.0,1669
1407 SE 9 Street,Rio Vista,3395000,same street,1620 SE 9 Street,3150000,950.0,3315
1407 SE 9 Street,Rio Vista,3395000,same street,721 SE 9 Street,3160000,724.0,4366
719 SW 11th Street,Croissant Park,3350000,same street,815 SW 11th St,2495000,672.0,3712
719 SW 11th Street,Croissant Park,3350000,same street,217 SW 11th St,792000,232.0,3408
719 SW 11th Street,Croissant Park,3350000,same street,513 SW 11th St,1200000,506.0,2372
719 SW 11th Street,Croissant Park,3350000,same street,511 SW 11th St,1215000,512.0,2372
719 SW 11th Street,Croissant Park,3350000,same street,839 SW 11th St,750000,331.0,2264
1212 Avocado Isle,Citrus Isles,3300000,same street,1113 Avocado Isle,2925000,873.0,3350
1212 Avocado Isle,Citrus Isles,3300000,same street,1340 Avocado Isle,1975000,1039.0,1900
1212 Avocado Isle,Citrus Isles,3300000,same street,1012 Avocado Isle,1150000,739.0,1556
1212 Avocado Isle,Citrus Isles,3300000,same street,1205 Avocado Isle,1030000,734.0,1404
1212 Avocado Isle,Citrus Isles,3300000,same street,1113 Avocado Isle,935000,680.0,1374
2500 NE 14th Street,Beach Way Heights,3250000,same street,2614 NE 14th Street,995000,366.0,2719
2500 NE 14th Street,Beach Way Heights,3250000,same street,2620 NE 14th St Unit#2,975000,375.0,2602
2500 NE 14th Street,Beach Way Heights,3250000,same street,1650 NE 14th St,2050000,699.0,2932
2500 NE 14th Street,Beach Way Heights,3250000,same street,2727 NE 14th St Unit#3,1885000,618.0,3051
2500 NE 14th Street,Beach Way Heights,3250000,same street,2627 NE 14th St,1400000,583.0,2400
435 Bayshore Drive Unit#602,Adagio Fort Lauderdale Bea,3195000,same street,435 Bayshore Drive Unit#702,2947500,1068.0,2759
435 Bayshore Drive Unit#602,Adagio Fort Lauderdale Bea,3195000,same street,435 Bayshore Dr Unit#PH3,2800000,976.0,2870
435 Bayshore Drive Unit#602,Adagio Fort Lauderdale Bea,3195000,same street,615 Bayshore Dr Unit#105,1700000,627.0,2710
435 Bayshore Drive Unit#602,Adagio Fort Lauderdale Bea,3195000,same street,615 Bayshore Drive Unit#106,1950000,723.0,2698
435 Bayshore Drive Unit#602,Adagio Fort Lauderdale Bea,3195000,same street,715 Bayshore Dr Unit#504,1100000,410.0,2680
701 N Fort Lauderdale Beach Boulevard Unit#302,Paramount Ft Lauderdale,3195000,same street,505 N Fort Lauderdale Beach Blvd Unit#224,600000,218.0,2757
701 N Fort Lauderdale Beach Boulevard Unit#302,Paramount Ft Lauderdale,3195000,same street,525 N Fort Lauderdale Beach Blvd Unit#1501,5750000,2233.0,2575
701 N Fort Lauderdale Beach Boulevard Unit#302,Paramount Ft Lauderdale,3195000,same street,1 N Fort Lauderdale Beach Boulevard Unit#2203,4700000,1226.0,3833
701 N Fort Lauderdale Beach Boulevard Unit#302,Paramount Ft Lauderdale,3195000,same street,1 N Fort Lauderdale Beach Blvd Unit#1906,2400000,946.0,2536
701 N Fort Lauderdale Beach Boulevard Unit#302,Paramount Ft Lauderdale,3195000,same street,1525 N Fort Lauderdale Beach Boulevard,5050000,1282.0,3938
804 N Rio Vista Boulevard,Rio Vista,3195000,same street,1252 N Rio Vista Boulevard,2200000,789.0,2790
804 N Rio Vista Boulevard,Rio Vista,3195000,same street,1010 N Rio Vista Blvd,1450000,657.0,2208
804 N Rio Vista Boulevard,Rio Vista,3195000,same street,1015 N Rio Vista Blvd,11282000,1654.0,6823
201 NE 27th Dr,Sunset Manors Amen,2850000,same street,301 NE 27th Dr,2495000,929.0,2687
201 NE 27th Dr,Sunset Manors Amen,2850000,same street,2181 NE 27th Dr,1390000,661.0,2102
201 NE 27th Dr,Sunset Manors Amen,2850000,same street,1825 NE 27th Dr,739900,393.0,1882
201 NE 27th Dr,Sunset Manors Amen,2850000,same street,524 NE 27th Dr,799000,427.0,1873
201 NE 27th Dr,Sunset Manors Amen,2850000,same street,1701 NE 27th Dr,885000,497.0,1782
151 N Seabreeze Boulevard Unit#2503-e,Selene Oceanfront,2599000,same street,151 N Seabreeze Boulevard Unit#1403,1850000,1101.0,1680
151 N Seabreeze Boulevard Unit#2503-e,Selene Oceanfront,2599000,same street,151 N Seabreeze Boulevard Unit#1103-E,1425000,847.0,1682
151 N Seabreeze Boulevard Unit#2503-e,Selene Oceanfront,2599000,same street,153 N Seabreeze Boulevard Unit#1704s,1700000,996.0,1707
151 N Seabreeze Boulevard Unit#2503-e,Selene Oceanfront,2599000,same street,153 N Seabreeze Boulevard Unit#1204,1625000,952.0,1707
151 N Seabreeze Boulevard Unit#2503-e,Selene Oceanfront,2599000,same street,153 N Seabreeze Boulevard Unit#1004-S,1500000,879.0,1707
539 NE 10th Avenue,Holmberg Mc Kees,2595000,same street,436 NE 10th Ave,3050000,1030.0,2962
539 NE 10th Avenue,Holmberg Mc Kees,2595000,same street,407 NE 10th Ave,2950000,1165.0,2532
539 NE 10th Avenue,Holmberg Mc Kees,2595000,same street,531 NE 10th Ave,3000000,992.0,3025
539 NE 10th Avenue,Holmberg Mc Kees,2595000,same street,445 NE 10th Ave,1653500,683.0,2420
539 NE 10th Avenue,Holmberg Mc Kees,2595000,same street,1116 NE 10th Ave Unit#1116,1000000,424.0,2360
1325 NE 16th Ter,Lakeridge Poinsettiaheight,2500000,same street,122 NE 16th Ter Unit#122,1310000,466.0,2810
1325 NE 16th Ter,Lakeridge Poinsettiaheight,2500000,same street,807 NE 16th Ter,1270000,491.0,2585
1325 NE 16th Ter,Lakeridge Poinsettiaheight,2500000,same street,809 NE 16th Ter,1287500,498.0,2585
1325 NE 16th Ter,Lakeridge Poinsettiaheight,2500000,same street,1332 NE 16th Ter,1078000,452.0,2385
1325 NE 16th Ter,Lakeridge Poinsettiaheight,2500000,same street,803 NE 16th Terrace,1175000,498.0,2360
1749 SE 9th Street,Rio Vista,2500000,same street,1401 SE 9th Street,3795000,1295.0,2930
1749 SE 9th Street,Rio Vista,2500000,same street,805 SE 9th St,1300000,619.0,2100
1749 SE 9th Street,Rio Vista,2500000,same street,708 SE 9th St,1250000,720.0,1735
1749 SE 9th Street,Rio Vista,2500000,same street,820 SE 9th St,1390000,826.0,1683
1749 SE 9th Street,Rio Vista,2500000,same street,1109 SE 9th St,950000,641.0,1483
1532 SE 12th Street Unit#302,Vela Vista,2395000,same street,1523 SE 12th St,5600000,1374.0,4077
1532 SE 12th Street Unit#302,Vela Vista,2395000,same street,812 SE 12th Street Unit#812,1375000,484.0,2841
1532 SE 12th Street Unit#302,Vela Vista,2395000,same street,814 SE 12th Street Unit#814,1540000,544.0,2832
1532 SE 12th Street Unit#302,Vela Vista,2395000,same street,1532 SE 12th Street Unit#PH-1,2125000,900.0,2360
1532 SE 12th Street Unit#302,Vela Vista,2395000,same street,1424 SE 12th St Unit#2A,1365000,597.0,2288
2015 NE 4th Ave,Wilton Manors First,2275000,same street,1743 NE 4th Avenue Unit#F4,425000,241.0,1760
2015 NE 4th Ave,Wilton Manors First,2275000,same street,721 NE 4th Ave,785000,460.0,1707
2015 NE 4th Ave,Wilton Manors First,2275000,same street,783 NE 4th Ave,725500,435.0,1669
2015 NE 4th Ave,Wilton Manors First,2275000,same street,717 NE 4th Ave Unit#717,850000,559.0,1520
2015 NE 4th Ave,Wilton Manors First,2275000,same street,2020 NE 4th Avenue,605000,416.0,1453
2724 N Ocean Boulevard,Lauderdale Beach,1999999,same street,2200 N Ocean Boulevard Unit#N505,4950000,2034.0,2434
2724 N Ocean Boulevard,Lauderdale Beach,1999999,same street,2200 N Ocean Blvd Unit#S303,3700000,1411.0,2623
2724 N Ocean Boulevard,Lauderdale Beach,1999999,same street,2100 N Ocean Blvd Unit#16B,1875000,715.0,2623
2724 N Ocean Boulevard,Lauderdale Beach,1999999,same street,2200 N Ocean Blvd Unit#S506,4250000,1597.0,2661
2724 N Ocean Boulevard,Lauderdale Beach,1999999,same street,2200 N Ocean Blvd Unit#N302,3862500,1449.0,2666
1720 NE 17th Avenue,Progresso,1995000,same street,1229 NE 17th Ave,940000,405.0,2320
1720 NE 17th Avenue,Progresso,1995000,same street,1315 NE 17th Ave,1765000,699.0,2526
1720 NE 17th Avenue,Progresso,1995000,same street,500 NE 17th Avenue,1000000,448.0,2231
1720 NE 17th Avenue,Progresso,1995000,same street,2213 NE 17th Ave,860000,386.0,2229
1720 NE 17th Avenue,Progresso,1995000,same street,916 NE 17th Avenue Unit#A,1550000,612.0,2532
2200 S Ocean Lane Unit#909,Point Americas Phase Ii,1795000,same street,2100 S Ocean Ln Unit#512,980000,541.0,1813
2200 S Ocean Lane Unit#909,Point Americas Phase Ii,1795000,same street,2100 S Ocean Ln Unit#2102,1455000,774.0,1879
2200 S Ocean Lane Unit#909,Point Americas Phase Ii,1795000,same street,2100 S Ocean Ln Unit#1502,930000,495.0,1879
2200 S Ocean Lane Unit#909,Point Americas Phase Ii,1795000,same street,2100 S Ocean Ln Unit#2108,886240,471.0,1880
2200 S Ocean Lane Unit#909,Point Americas Phase Ii,1795000,same street,2100 S Ocean Ln Unit#1608,800000,426.0,1880
527 Orton Avenue Unit#302B,Terraces,1750000,same street,524 Orton Ave Unit#702,476000,342.0,1392
527 Orton Avenue Unit#302B,Terraces,1750000,same street,524 Orton Ave Unit#701,415000,313.0,1324
527 Orton Avenue Unit#302B,Terraces,1750000,same street,520 Orton Ave Unit#302,485000,383.0,1266
527 Orton Avenue Unit#302B,Terraces,1750000,same street,520 Orton Ave Unit#303,435000,344.0,1266
527 Orton Avenue Unit#302B,Terraces,1750000,same street,524 Orton Ave Unit#603,365000,365.0,999
2431 NE 18th St,Livermore Estates Coral Ridge Villas,1750000,same street,2435 NE 18th St,1800000,704.0,2557
2431 NE 18th St,Livermore Estates Coral Ridge Villas,1750000,same street,2756 NE 18th St,3125000,1552.0,2014
2431 NE 18th St,Livermore Estates Coral Ridge Villas,1750000,same street,2517 NE 18th Street,1200000,369.0,3250
2431 NE 18th St,Livermore Estates Coral Ridge Villas,1750000,same street,1613 NE 18th St,1240000,707.0,1755
2431 NE 18th St,Livermore Estates Coral Ridge Villas,1750000,same street,3316 NE 18th St,2025000,1242.0,1630
904 NE 17th Ter,Progresso,1700000,same street,921 NE 17th Terrace Unit#A,1495000,590.0,2532
904 NE 17th Ter,Progresso,1700000,same street,810 NE 17th ter,1600000,644.0,2484
904 NE 17th Ter,Progresso,1700000,same street,808 NE 17th Ter,1600000,644.0,2484
904 NE 17th Ter,Progresso,1700000,same street,1517 NE 17th Ter,1025000,371.0,2766
904 NE 17th Ter,Progresso,1700000,same street,912 NE 17th Ter,1100000,471.0,2333
41 NE 24th St,Petite,1675000,same street,2017 NE 24th St,1320000,576.0,2292
41 NE 24th St,Petite,1675000,same street,2600 NE 24th Street,1210000,611.0,1979
41 NE 24th St,Petite,1675000,same street,2140 NE 24th Street,1247000,658.0,1894
41 NE 24th St,Petite,1675000,same street,2825 NE 24th St,2350000,927.0,2536
41 NE 24th St,Petite,1675000,same street,20 NE 24th St,900000,502.0,1792
2889 NE 26th Street,Coral Ridge Galt,1650000,same street,2732 NE 26th St,1375000,653.0,2106
2889 NE 26th Street,Coral Ridge Galt,1650000,same street,2732 NE 26th St,1040000,494.0,2106
2889 NE 26th Street,Coral Ridge Galt,1650000,same street,2870 NE 26th Street,2300000,1007.0,2284
2889 NE 26th Street,Coral Ridge Galt,1650000,same street,109 NE 26th St,850000,451.0,1884
2889 NE 26th Street,Coral Ridge Galt,1650000,same street,400 NE 26th St,900000,521.0,1728
2800 NE 21st Court,Coral Ridge,1650000,same street,2740 NE 21st Court,1400000,648.0,2162
2800 NE 21st Court,Coral Ridge,1650000,same street,619 NE 21st Ct,1740000,723.0,2407
2800 NE 21st Court,Coral Ridge,1650000,same street,2508 NE 21st Court,1357500,744.0,1824
2800 NE 21st Court,Coral Ridge,1650000,same street,559 NE 21st Ct Unit#5,730000,424.0,1723
2800 NE 21st Court,Coral Ridge,1650000,same street,2017 NE 21st Court,1240000,487.0,2544
906 NE 17TH TER,Victoria Park,1650000,same street,921 NE 17th Terrace Unit#A,1495000,590.0,2532
906 NE 17TH TER,Victoria Park,1650000,same street,810 NE 17th ter,1600000,644.0,2484
906 NE 17TH TER,Victoria Park,1650000,same street,808 NE 17th Ter,1600000,644.0,2484
906 NE 17TH TER,Victoria Park,1650000,same street,1517 NE 17th Ter,1025000,371.0,2766
906 NE 17TH TER,Victoria Park,1650000,same street,912 NE 17th Ter,1100000,471.0,2333
76 Isle Of Venice Dr Unit#H,Isles Venice Co Op Isles Venice,1599000,same street,160 Isle Of Venice Dr Unit#203,2725000,934.0,2918
76 Isle Of Venice Dr Unit#H,Isles Venice Co Op Isles Venice,1599000,same street,141 Isle of Venice Dr Unit#3-S,3450000,1110.0,3108
76 Isle Of Venice Dr Unit#H,Isles Venice Co Op Isles Venice,1599000,same street,133 Isle of Venice Dr Unit#301,1862500,654.0,2849
76 Isle Of Venice Dr Unit#H,Isles Venice Co Op Isles Venice,1599000,same street,141 Isle Of Venice Dr Unit#PH-N,3850000,1230.0,3131
76 Isle Of Venice Dr Unit#H,Isles Venice Co Op Isles Venice,1599000,same street,20 Isle Of Venice Dr Unit#PH-1,2885000,921.0,3134
505 NE 2nd Street Unit#17C,Viceroy Fort Lauderdale,1560000,same street,313 NE 2nd St Unit#905,475000,375.0,1265
505 NE 2nd Street Unit#17C,Viceroy Fort Lauderdale,1560000,same street,313 NE 2nd Street Unit#405,457000,361.0,1265
505 NE 2nd Street Unit#17C,Viceroy Fort Lauderdale,1560000,same street,313 NE 2nd St Unit#204,550000,390.0,1412
505 NE 2nd Street Unit#17C,Viceroy Fort Lauderdale,1560000,same street,313 NE 2nd St Unit#201,370000,460.0,804
505 NE 2nd Street Unit#17C,Viceroy Fort Lauderdale,1560000,same street,313 NE 2nd St Unit#802,330000,437.0,755
1135 NE 11th Ave,Progresso,1550000,same street,517 NE 11th Avenue,1910000,781.0,2447
1135 NE 11th Ave,Progresso,1550000,same street,1137 NE 11th ave,1500000,625.0,2400
1135 NE 11th Ave,Progresso,1550000,same street,605 NE 11th Ave,850000,358.0,2371
1135 NE 11th Ave,Progresso,1550000,same street,1209 NE 11th ave Unit#B,1250000,540.0,2316
1135 NE 11th Ave,Progresso,1550000,same street,1209 NE 11th Ave Unit#A,1250000,540.0,2316
910 SE 13th St,Everglade Land Sales Co None,1525000,same street,912 SE 13th St,1450000,554.0,2619
910 SE 13th St,Everglade Land Sales Co None,1525000,same street,1519 SE 13th St,2953172,844.0,3500
910 SE 13th St,Everglade Land Sales Co None,1525000,same street,618 SE 13th St,470000,285.0,1648
910 SE 13th St,Everglade Land Sales Co None,1525000,same street,1748 SE 13th St,3575000,993.0,3599
910 SE 13th St,Everglade Land Sales Co None,1525000,same street,1607 SE 13th St,2330000,1657.0,1406
505 NE 2nd Street Unit#14C,Viceroy Fort Lauderdale,1500000,same street,313 NE 2nd St Unit#905,475000,375.0,1265
505 NE 2nd Street Unit#14C,Viceroy Fort Lauderdale,1500000,same street,313 NE 2nd Street Unit#405,457000,361.0,1265
505 NE 2nd Street Unit#14C,Viceroy Fort Lauderdale,1500000,same street,313 NE 2nd St Unit#204,550000,390.0,1412
505 NE 2nd Street Unit#14C,Viceroy Fort Lauderdale,1500000,same street,313 NE 2nd St Unit#201,370000,460.0,804
505 NE 2nd Street Unit#14C,Viceroy Fort Lauderdale,1500000,same street,313 NE 2nd St Unit#802,330000,437.0,755
1312 NE 16th ter,Fort Lauderdale Lake Ridge,1400000,same street,807 NE 16th Ter,1270000,491.0,2585
1312 NE 16th ter,Fort Lauderdale Lake Ridge,1400000,same street,809 NE 16th Ter,1287500,498.0,2585
1312 NE 16th ter,Fort Lauderdale Lake Ridge,1400000,same street,1332 NE 16th Ter,1078000,452.0,2385
1312 NE 16th ter,Fort Lauderdale Lake Ridge,1400000,same street,122 NE 16th Ter Unit#122,1310000,466.0,2810
1312 NE 16th ter,Fort Lauderdale Lake Ridge,1400000,same street,803 NE 16th Terrace,1175000,498.0,2360
